prev_hash,output_index,script,output_value,sequence,addresses,script_type,age
1606c12311c57868e6efdb5e3dada537a63e28990722aed5851d03e403540abb,0,493046022100ad7ece4d1836fa48c30742162ca4cab53b70502e3ca5bdbd87c6e3889160913b0221009ba3cc1a4e4d5df732f9c531dcbea2f1b471c37187035f0cefe53e60b77690310121027fc72b1c4a33c0d677670ac6203a21e3e9a664a481f3721bf8410b72479f4f8d,4661597233,4294967295,['1N2f642sbgCMbNtXFajz9XDACDFnFzdXzV'],pay-to-pubkey-hash,292736
