prev_hash,output_index,script,output_value,sequence,addresses,script_type,age
583910b7bf90ab802e22e5c25a89b59862b20c8c1aeb24dfb94e7a508a70f121,1,4830450220504b1ccfddf508422bdd8b0fcda2b1483e87aee1b486c0130bc29226bbce3b4e022100b5befcfcf0d3bf6ebf0ac2f93badb19e3042c7bed456c398e743b885e782466c012103b1feb40b99e8ff18469484a50e8b52cc478d5f4f773a341fbd920a4ceaedd4bf,16450000,4294967295,['1GbMfYui17L5m6sAy3L3WXAtf1P32bxJXq'],pay-to-pubkey-hash,292997
f6966bb3d3ba0eb97fd11b223fb13c793c0b4a1b3deb575e8ae38d666c1d00d9,36,48304502210086de855e03008abcc49335c775973eab9ace2e16c3bfe6536218c1d029287fdb0220129ced657870af63f61cdd4b941996f9a243d1f306e774fc9c5f3dea0af8d581012103cbe40d1d790799a6494c07f844eaf05b4c6deab0b9dee2ee45c8decead12c5cd,10061545,4294967295,['19YtzZdcfs1V2ZCgyRWo8i2wLT8ND1Tu4L'],pay-to-pubkey-hash,292998
9ea2f9695e6694309fb0d8b966afb4678a77a59f160822e33819fada9e0c8288,1,48304502201f1eb5b79279258a91c00dee09dff5d6f6ece7c01639e66a6bdd579136ecddee022100d4a9ed93183bf338e51ba80bc1dd10ff03e9e159bd8ea59db3a5c10aa0ccd3400121022667ee37e180c1ad2fef6f16aa52ed27799f629364dfe51e144dd683317dbbd2,70000000000,4294967295,['1BNiazBzCxJacAKo2yL83Wq1VJ18AYzNHy'],pay-to-pubkey-hash,292998
279ccbbab8605390a85fe6f0e4fb04ec1946ee6033054b16fec72e1304742d5d,0,483045022100baac0c25867855f62592872cfac522d59fddd590a6cc290c8ad3bbe6b1151b5802204f2713c565ce6b00e5ea00e955d35e3b0878af5474feda35ebbb73232122d5480121023ed3b44ad598e3834e561efed205c221b7bc2e577e752eeaa66e85e60d0381c9,293710000,4294967295,['13XXaBufpMvqRqLkyDty1AXqueZHVe6iyy'],pay-to-pubkey-hash,292998
