value,script,spent_by,addresses,script_type
23000000,76a9145f363b4d5a15d2753f5a2108f885739fb9fe86ba88ac,ae6ea6f39c599815624f5427e445430b548367cbde62c7273c4a9965232a7703,['19gSAJgmRrWw8vsPA5QfPs1oN6nQzHdRn3'],pay-to-pubkey-hash
583191,76a9142fc034da9f8ba56db04d92ca0dcf112bc0a18b7388ac,d824880773b35c65db2109f6cff4563711eaa290a005b14ce3cecc171a284c2f,['15MV1ko26k7euFesP9bY5ppEUi8PnBHbc6'],pay-to-pubkey-hash
