prev_hash,output_index,script,output_value,sequence,addresses,script_type,age
f6966bb3d3ba0eb97fd11b223fb13c793c0b4a1b3deb575e8ae38d666c1d00d9,55,49304602210083e7b9b048f9fd163bd82a28e0a7290773ace6804909b0d691ee5ea28fca6c20022100a0ea44251aef65ffd07a016eb65daea888c7e086d3e0dbff24f07e93143a31ee014104677f1a5802dc9c6c5f0f75890db88341b7fc334058c675370627464303eff675003999ebd481267acb6675f36887983a74e9f06c02e4b337f06ce74aef790128,5068085,4294967295,['16xYHc7xy6REq8cf8895qvHHP2CJdjsWez'],pay-to-pubkey-hash,292998
8fac66199781565e3dfd624fb768179f3bc0657298edf563015d28d17fd476ca,54,493046022100873e93e5217b19c810fd53b8b5ee54b9e71c81a794536f22c40f998bdd02fe00022100d4016ea5c53f2aa3bf8cad55366eaae2074e06d291aefa5c3b4dcc849481876a014104677f1a5802dc9c6c5f0f75890db88341b7fc334058c675370627464303eff675003999ebd481267acb6675f36887983a74e9f06c02e4b337f06ce74aef790128,5027345,4294967295,['16xYHc7xy6REq8cf8895qvHHP2CJdjsWez'],pay-to-pubkey-hash,303643
dc1717c6911998c5bee684e23e81bc73d8f09eda066bb66a4386fad4ce5dbd29,1,4730440220709f1bd144905e3e1a4ae92fedd46dd6895eb261adc7e7be50fb2aeb23d15a9602200513f45d66db55b2b64e1e12a8f3ad0be3b349181757b4843bf8e68c7bf17319014104677f1a5802dc9c6c5f0f75890db88341b7fc334058c675370627464303eff675003999ebd481267acb6675f36887983a74e9f06c02e4b337f06ce74aef790128,1921822,4294967295,['16xYHc7xy6REq8cf8895qvHHP2CJdjsWez'],pay-to-pubkey-hash,303925
550b2361870b8fdab59dbff660cd9843dec3256e95ec27798c6421fbe72f2eeb,52,473044022014536b20b4421a6305468263cae7511b567fbb9affe40fe4a4bf65111d6e7a65022014602253adcf81bb9affaf2cf2bcd1af6e1c9260df930da5ae63aba112db5629014104677f1a5802dc9c6c5f0f75890db88341b7fc334058c675370627464303eff675003999ebd481267acb6675f36887983a74e9f06c02e4b337f06ce74aef790128,5012835,4294967295,['16xYHc7xy6REq8cf8895qvHHP2CJdjsWez'],pay-to-pubkey-hash,309517
99b731f4edbc5274c30e4e767ffcc11e0cbaa7488972c1283c14832754b442bb,30,47304402203b434d3be9c6d9ee4386a13d184f33af3646f162d506960aa0f6c94d07339b8202206dfb7a72b77b56476c5d03c16350ade1349421eaae822a812701fd5dff3685cc014104677f1a5802dc9c6c5f0f75890db88341b7fc334058c675370627464303eff675003999ebd481267acb6675f36887983a74e9f06c02e4b337f06ce74aef790128,20000,4294967295,['16xYHc7xy6REq8cf8895qvHHP2CJdjsWez'],pay-to-pubkey-hash,313378
