value,script,spent_by,addresses,script_type
1600333209,76a9143b62a891b99969042d4e6ac8158d0a18640e4cd788ac,12740d2db810f3a7386986bf8921069f16e3dffc0ac3167525ab0fb2a8b6ad19,['16R14EH4v8A9GPXkAAP8gcMFBA8oxA8nbY'],pay-to-pubkey-hash
